text,label
"«Letras capaces de llegar al alma. Es una obra que, con un lenguaje sencillo, es capaz de llegar al corazón del lector». ⭐️⭐️⭐️⭐️⭐️ Opinión en Amazon. 'Elefantes amarillos' 👉 https://t.co/krdvPlCtwX USER #Poesía #Poemas #Cultura #DíaDelLibro #LeerEsUnVicio https://t.co/OoYtTlBr2z",6
"#DiaDelLibro siempre fuiste tú la que llevo en la mente, la que encuentro en cada párrafo. El teléfono inteligente solo me dice chismes.",3
#ChampionsLeague | ¡Leyenda Messi! 600 goles de Leo con la camiseta del Barcelona. ➡️ https://t.co/tXwv52jw8b #Messi #Barcelona #LionelMessi #Lionel https://t.co/lx9d13pvrI,3
"Jajajajaja el ""meon"" y sus cosas. #Venezuela https://t.co/GbmGSazogz",2
"Pocas veces se ha visto al Barcelona pasarla mal en su cancha ante un rival que demostró ser superior. ¿Cómo explicar entonces que haya ganado 3-0? Anden, digan su nombre, o planeta de origen. #ChampionsLeague",6
Seguro que el remedio va a ser más duro que la enfermedad #VenezuelaLibre ♥️,1
Celebrando el día del libro con Julius 💙 #DíaDelLibro #MeGustaLeer #RetoLector2019 #abril USER https://t.co/60ZqMEcV4w,6
Está claro que sin Messi no hubiera sido lo mismo pero aun así 8 de 11 es impresionante. Enhorabuena a todos los culés!!! 🏆🔴🔵🔴🔵#Campions #D10S #LaLiga https://t.co/Qo7oxF827r,3
#NotreDame 8 navajazos en el pecho dolerían menos que ver esto,4
Solo hay que saber un dato para ser consciente de lo que se avecina: es el director de la batalla de los bastardos. #GameofThrones #JuegodeTronos,6
Pues a dormir más tranquilos. 😂 Ya solo me falta que no me maten ni a Arya ni a Tyrion en #GameofThrones. 🏳️‍🌈 #ElecccionesGenerales28A #psoe #28DeAbril,6
¡Felicidades a todos los lectores! 💕💕💕💕💕 #DiaDelLibro https://t.co/NuGjLQaR2t,6
Y yo aquí...anhelando que llegue #Ayra #Ayrastark #30Abr #venezuela,2
"Reservalo ahora desde $26,605 #sinceramente #tardeparavolar #diadellibro Envíos a todo el país!, web: https://t.co/PBJ6qI3gP0 https://t.co/imkOqejOlu",6
"USER Lamentable la pérdida de #NotreDame, como también lo han sido las ocasionadas por las guerras en Iraq, Siria y otras latitudes",2
Era penal... El árbitro robándole al Barcelona #ChampionsLeague,6
"#DíadelLibro “De los diversos instrumentos inventados por el hombre, el más asombroso es el libro; todos los demás son extensiones de su cuerpo… Sólo el libro es una extensión de la imaginación y la memoria”. Jorge Luis Borges. https://t.co/6dTxrnUg4P",6
¿Ha sobrevivido FANTASMA a la Batalla de Invernalia? #JuegoDeTronos https://t.co/QQAjHmMYiV https://t.co/iamQGmm3OE,5
"#Venezuela ""El Señor te bendiga y te guarde, el Señor te mire con agrado y te extienda su amor,el Señor te muestre su favor y te conceda la paz."" https://t.co/OTNmJQaLk9",6
"Otra semana más, Cersei tan tranquila en Desembarco del Rey. 😆 #JuegodeTronos #WinterIsHere https://t.co/on9kdd7Fri",6
"#Tabasco | A 500 años de la llegada de la Iglesia Católica a #México se ha avanzado mucho y hace falta mucho también por hacer; hoy es un momento de agradecimiento, dice el nuncio Franco Coppola. | Como doloroso calificó el incendio ayer en #NotreDame USER https://t.co/YlPP3nzfzL",2
Me siento orgulloso de mi país #ElecccionesGenerales28A 🇪🇸,2
Cuasimodo y sus gárgolas lloran #NotreDame,2
"Si hubo algo que me gusto en Chile 🇨🇱 fue la cultura tan bonita que tienen de querer a todos los perritos de la calle. A todos los tratan bien, la gente les da comida y los cuida. Por eso son amigables con todo el mundo. En #Venezuela seria bueno ser así también. https://t.co/Z4bjOYuc43",3
El Atlético resignado a perder #LaLiga 😔 https://t.co/AiaaGdxmQO,2
Las tardes de #ChampionsLeague y unos mattiolis son las mejores⚽❣,3
"En este punto ya solo diré que las matemáticas no fallan, ya vemos con quien suman y con quien no. Y no me gusta nada :( #ElecccionesGenerales28A",3
El festejo de Luis Suárez en el 1-0 de USER sobre USER #BarçaLFC 🔵🔴 #Liverpool 🔴🔴 #UCL #ChampionsLeague #BARLIV https://t.co/ymbXchdapc 📷 USER https://t.co/qXS35Xq3F2,6
¡NO HAY RETORNO! USER y los manifestantes se dirigen hacia el oeste de #Caracas https://t.co/LAhyHcx0ny #30Abr #Venezuela,0
"#JuegoDeTronos serie que se caracteriza por matar a todos sus protagonistas. En la batalla más ""épica"" la palman 4 contados.... 😭",6
" USER USER Mal asunto... los que en el capitulo anterior de #JuegoDeTronos les dan buenas escenas, largas, amplios diálogos, o al menos más amplios de lo habitual como ""premio"" por su contribución a la producción, a la siguiente les dan el afeitado especial de Poniente o destino similar. 🥳",6
Qué están leyendo por éstos dìas? #DiaDelLibro https://t.co/98Gq1WNFUO,6
#Liverpool equipazo le falta solo definir #CHAMPIONSxESPN #championsleague,6
Sin duda alguna EL CAPÍTULO!!! Tensión de principio a fin!!!! 😱 #GameofThrones 🧟‍♂️🐲🔥🗡⚔️💃🏽 #JuegodeTronos #ASongOfIceAndFire #NotToday,5
USER y USER hermanos separados al nacer. El segundo sin liga y sin copa. El primero para allá va. #ChampionsLeague #ChampionsxFOX,6
"#LoMásYI 🌐 | Conoce la historia de #GretaThunberg, la chica de 16 años que se enfrentó al #parlamento de #Suecia en su lucha contra el #CambioClimático. https://t.co/DDIZUuOTJd https://t.co/y3kEw57Qu8",6
"La humanidad está en una encrucijada, debemos decidir qué camino queremos tomar. Este Día Mundial de la Tierra te compartimos las palabras de #GretaThunberg en Londres, donde más de 831 personas han sido detenidas en manifestaciones no violentas contra el calentamiento global. https://t.co/XJFNCmJIUT",3
"No se que tiene más emoción, el escrutinio o las votaciones de Eurovisión. Que peñazo. #ElecccionesGenerales28A",6
"A pesar de que, día tras día, se publican noticias sobre el carácter global de la crisis de #Venezuela, muchos siguen viviendo en la parroquia regional. Parecen creer que Rusia, China, Irán etc. no son más que anécdotas interesantes - no realidades que hay que enfrentar...",6
La pulga Lionel el amor de mi puta vida. Te amo #ChampionsLeague,3
El tweet con más interacciones fue el del Presidente de la Asamblea Nacional y autoproclamado Presidente de #Venezuela USER con más de 178 mil interacciones. https://t.co/EI7zeoMvPU,6
¿Cuánto vale Bryan Gil y hasta cuándo tiene contrato? https://t.co/MpHmFsXql4 #SevillaFC #LaLiga,6
"Como si la escasez surgiera de la nada, o el gobierno voluntariamente buscase el hambre de su pueblo para ponerlo en contra... La razón está aquí, como ocurrió en Chile. Manipulación de recursos y economía para crear escasez necesaria y tener un golpe ""justificado"" en #Venezuela https://t.co/q91Og9blGP",6
"No hay democracia perfecta, podremos estar o no en desacuerdo con #Maduro, pero lo de #Guaidó y compinches #Trump #Almagro , etc etc, es un golpe de Estado y Atentado a la Democracia. Más totalitario que eso ...#Venezuela",0
Aprovecha esta temporada de vacaciones para asistir a la 1a. Feria Internacional del Libro que se llevará acabo en la Cámara de Diputados. Seguro encontrarás lecturas interesantes para ti y tu familia. #DiaDelLibro #FILCámara https://t.co/MjnTvsbcMf,6
#LaLiga | El USER alinea así para enfrentar al USER : https://t.co/yQZgBLW2Lr https://t.co/HAzacffoKB,5
"#venezuela USER y lo hizo eres un mamaguevo USER USER tambien entro por #Maiquetia siempre te ha echo caso y ha triunfado, debes estar meado lo que te espera es #Guantanamo https://t.co/qLsSDOK12C",6
Celia Villalobos: “No me digas que el PP es de derechas porque eso es mentira” 😂😂 #CeliaToday #EleccionesA3N #ElecccionesGenerales28A #EleccionesL6,0
"Una salvajada. Una hegemonía del Barça en los últimos 3 lustros, 10 Ligas de las últimas 15. Los que lleva contando con Leo Messi en su plantel #LaLiga https://t.co/eiwJiWr0h8",5
"Ya lo he dicho en otras ocasiones, pero insisto, el gestor de redes del USER es el puto amo. #GameofThrones #JuegodeTronos https://t.co/7lJ9HouFH0",6
" USER No quería tuitear esto, pero las tripas me hierven si no lo hago: ""Es usted todavía más imbécil de lo que pensaba hasta ahora, y era mucho."" Hala, ya me he quedado tranquilo. A dormir. #NotreDame",0
Puro pendejo ve la #championsleague por Fox..,2
"#ChampionsLeague hasta los 30 del segundo tiempo jugaba mejor el Liverpool, pero al fútbol se gana haciendo goles y más si enfrente está Messi. Ya está el campeón puesto!",3
"Que tristeza ver como la Argentina, por obra y gracia de la basura que hoy la gobierna, queda pegada al intento de golpe de estado en #Venezuela, comandado, una vez más, por Estados Unidos. Tiempo de miserables traidores, capaces de entregar Soberanía por una foto con Trump...",2
¿Por que no lloraron tanto cuando se quemó el Chedraui de mina? #NotreDameEnLlamas,0
"Exacto, los que queremos a nuestro país, con su plurinacionalidad, su Estado de Bienestar, su sanidad pública, su educación gratuita y de calidad, su gente queriendo a quien le dé la gana... etc. Esa es nuestra España. #ElecccionesGenerales28A https://t.co/REWdq0TROT",3
De verdad... NO QUIERO QUE ACABE #GOT  😢😢😢 La capacidad de sorpresa en esta serie la voy a echar muuuuuuuuuuuuucho de menos. BRUTAL EL CAPITULO 3 de la 8ª temporada 😱😱😱😱 #juegodetronos #gameofthrones,2
Ya hacía falta el gol de Suarez en la #ChampionsLeague,6
#Cuba rechaza intento de golpe de estado en #Venezuela USER https://t.co/8VNk8LxySi,6
"Pues no he podido votar USER , parece que me dieron de baja en el censo pero nunca me avisaron. Las multas, eso sí, me llegan todas. #ElecccionesGenerales28A",6
"Sería interesante que el Barça se hiciera a la idea que el Liverpool va a marcar. Por tanto, al ataque, faltarán minutos #ChampionsLeague",6
USER Miles de personas presentes en #Bruselas para marchar a favor del clima y pedir políticas ambientales más concretas. #Bélgica #Belgique #YouthForClimate #GretaThunberg https://t.co/z7Q76cLSmo,6
Sigo teniendo esperanzas de que sea Gilly. ¿Qué pasa? ¿No es lo suficientemente guapa para el Trono de Hierro? #JuegoDeTronos #VivePoniente https://t.co/jpHQzE3D0Z,6
🎙 USER “La ciudadanía nos ha dado el apoyo porque siempre hemos intentado dar voz a todos los problemas que las y los tinerfeños nos han transmitido.” #28A #ElecccionesGenerales28A https://t.co/XivVsTRH7g,3
Llegarán más venezolanos y la crisis humanitaria puede tocar fondo en Colombia #VenezuelaLibre,0
Lo bueno de los libros usados es que cuestan muy poco y siguen valiendo mucho. #DíaDelLibro #DiaMundialDelLibro https://t.co/C4wtLABVXk,6
"Y después del alivio tras ver los resultados de las #EleccionesGenerales28A, toca sufrir por el 8x03 de #JuegoDeTronos, que se nos olvida que ahí sí va a haber drama 😪",3
La Gran Guerra de #JuegoDeTronos nos ha dejado muchos momentos para el recuerdo y unas cuantas dudas https://t.co/UE7lCgLSez https://t.co/OO3tjUR34c,6
La P de Popular en el PP. #ElecccionesGenerales28A https://t.co/a8SG6AhTn8,6
Gracias España por no ser fascista. GRACIAS. #EleccionesL6 #ElecccionesGenerales28A,3
#ElDebateDecisivo La escena de Rivera y Sánchez avergonzando el #DiaDelLibro https://t.co/1SbGr3ZmWv,6
Da la sensación que Liverpool marcará el empate. Valverde necesita pensar en algo o el Barca la pasará mal. #ChampionsLeague,6
USER Qué bonito homenaje en el #DiaDelLibro Precioso. ❤,3
"Hoy mientras el segundo mejor jugador de la historia ganaba #LaLiga, en #Francia #Neymar perdía la final de la copa contra el #Rennes, un equipo con la mitad de presupuesto que el #PSG. Ay qué malo es el dinero USER #BarçaLevante #LaLiga #PSGSRFC #Rennes #CoupeDeFrance",2
Pues esto es lo que vamos a tener... #ElecccionesGenerales28A #28A #EleccionesL6 https://t.co/SLXO72F6UX,6
"Con el objetivo de fomentar la lectura, rendir homenaje a los libros y escritores que por siglos nos han transmitido conocimientos a través de sus letras, celebramos el #DíaDelLibro y del Derecho de Autor. https://t.co/wkLklLH2gc",6
"Salgamos mañana a hacer historia. Ya no tenemos tiempo que perder, el momento de actuar es AHORA. #FridaysForFuture #FridaysForFutureMx #15MClimatico #ClimateStrike #GretaThunberg #UNAM #UAM #IPN #MexicoCity Todos los detalles en el evento: https://t.co/l2wYT3SFe7 https://t.co/eYiNhxFpU3",6
USER Muy bien por el planteamiento vs tigres y que chingue a su madre el Tuca. #estadiocuahutemoc #LaLiga #LaFranjaQueNosUne #Franja #Puebla #Tigres,6
"""Soy gilipollas. Gracias por hacermelo saber"" #ElecccionesGenerales28A #28A https://t.co/PopGT3DTPP",0
Así sale el Barcelona para enfrentar al Liverpool. #ChampionsLeague https://t.co/f7jbDFLpT5,6
"Ya se fue, lo hubiese hecho hace años y evitaba matar tanta gente... #VenezuelaLibre #FueraAsesino https://t.co/b9Co0OIPhl",6
"Dejad lo que estéis haciendo ahora mismo y poneos al día con #JuegodeTronos, #juegodetronos8x03. https://t.co/fzJyhCFNCB",6
Solo daré un apunte. La #BodaRoja no terminó muy bien #28A #ElecccionesGenerales28A #EleccionesGenerales #ResacaElectoralESP,6
Mejor el Liverpool pero en el fútbol no se gana por mérito sino por goles. Barcelona apunta a campeón. #ChampionsxEspn #ChampionsLeague #BarçaLiverpool,3
"🇫🇷 Una verdadera pena :( 🇫🇷 https://t.co/vPtqJ153Vb Hace pocos meses pude ver con mis propios ojos #NotreDame de París, una verdadera pena lo que sucedió el día de hoy! #NotreDameFire #Josetico",2
Eran padres y abuelos con actitud de arrepentimiento prometiendo a una niña que a partir de ahora se portarán bien.#GretaThunberg https://t.co/x4le6RRHPj,2
"#ElecccionesGenerales28A Aquellos quienes metieron toreros y cazadores en sus listas y los utilizaron para sus campañas, se han comido una mierda del tamaño de Texas. https://t.co/ErLs0UIzAZ",6
"#ElecccionesGenerales28A Yo no soy adivina, pero me da que Pablo Casado ya tiene un pie fuera del PP 😂😂 https://t.co/6FlEX3dKdM",3
"Pues a la vista de los resultados, USER y USER deberían pensar en dimitir. Ni corrupción ni machos alfa que ahora son casta. #ElecccionesGenerales28A",4
🇨🇴¡AAAARIAAAAAS!🇨🇴 USER en el XI inicial de USER para enfrentar a USER en #LaLiga🇪🇸🏆⚽ Sigue el #MinutoAMinuto aquí: https://t.co/LuKXUR6KRA https://t.co/NfQJawLWcq,3
"Donaciones para reconstruir #NotreDame: Arnault dará 200 millones y Pinault, otros 100 https://t.co/OhDsGVEenC vía USER ",6
#DiaDelLibro buen día para terminar “Mentes poderosas” 📚😌🎉,6
#Sinceramente me gustaría que gane Cristina para que se quede con Clarín y todos estos medios de mierda que tergiversan la realidad. No los pienso defender esta vez. Lo que dijo Macri es lo que expreso USER y no USER #CaeCarrio #TardeParaVolar #DiaDelLibro https://t.co/KU9hLV5i8l,4
La conciencia del planeta #GretaThunberg #Asperger #autismo #activismo #cambioclimático https://t.co/uiTrfmg88v vía USER ,6
Ayer veíamos como ardía uno de los monumentos más visitados de Europa. #NotreDame es uno de los epicentros de cultura en el mundo y ayer quedó devastada. Desde #BañosÁrabes queremos mandar todo el ánimo y el cariño posible a la familia parisina.😢 https://t.co/Rnhb2XjFbD,2
"Todo un ejemplo contra el #CambioClimático #GretaThunberg USER Desde ahora, me confieso un ferviente admirador de esta chica 😍 https://t.co/QP7z6XVPbt",3
"Pijama, helado, fútbol. Que mejor? #Championsleague",3
Este momento de mi vida le llamo felicidad... No hay trabajo y lo más hermoso hay #ChampionsLeague y mejor aún juega el USER 🔵🔴 #BarçaLFC #ForçaBarça,3
-Spoiler- Nadie ha tenido el dilema de tener que matar a un niño zombi; los caminantes blancos han estado por completo ajenos a la lucha… #JuegoDeTronos8x03 #JuegodeTronos #GameofThrones #Got8x03,6
Duro menos en la cama que los créditos finales de #JuegoDeTronos tras la escabechina del 8X3,6
Semifinal de ida este Miércoles en la #ChampionsLeague. USER vs USER se enfrentan este día por el primer capitulo rumbo a la gran final. ¿Quién se lleva la ventaja? 🏆 https://t.co/orFttqCItj,6
"USER No era insólito, más bien relajante 🤓🏖️ #LeerEstáChingón #DíaDelLibro #TokioBlues https://t.co/q2ci6v8PmC",6
Tremendo lo de #NotreDame. Recuerdo de mi visita a semejante monumento histórico. #notredamecathedral https://t.co/Kiy4YPhWPN,2
Leo Messi llego a título número 13 con el Barcelona. (Vídeo) ¡Mira el gol de la victoria ante el Levante. https://t.co/KBqYutjubB #LaLiga #LFP #Actualidad,6
"#NotreDame USER :""Se salvó lo necesario para reconstruir un futuro, para que no se perdiera la esencia. Hoy el mundo llora con lo perdido, pero la esperanza continua con lo que quedó. """,2
"Lo de USER es tan maravilloso y levanta tantas banderas, que renueva toda esperanza en un mundo mejor en sólo tres minutos. #GretaThunberg #climatechange #RevoluciónFeminista https://t.co/vs83K5iahd",3
"Sólo con el corazón se puede ver bien, lo esencial es invisible a los ojos #ElPrincipito mi primer libro 📚 #DiaDelLibro https://t.co/76cKVyayVx",4
Maduro asegura que tiene 'total lealtad' de jefes militares #Venezuela #EUVzla https://t.co/oPkiq1n9YC,6
"Diría que es de los edificios más bonitos que he visitado,, por tradición, historia, es una verdadera joya... El alma rota viendo lo que le pasó,,, #NotreDame 💔",2
"#Almudena #Siria #NotreDame #Paris El activismo Pop,las ansias de protagonismo y la consciencia light de social warriors que con antorchas y enmascarados nos vienen a recordar que son los custodios de la ética y la moral cuando lo único que son es unos ignorantes mediocres https://t.co/45Ppy3rHN9",0
Qué pena que haya gente como USER que apuestan por gobiernos que matan de hambre a su pueblo. Para eso me gustabas! #FrenteNacionalMX #TransformacionDe4ta #venezuelalibre https://t.co/dxo4QvqAOh,2
Exigimos a USER un plan urgente contra el CambioClimático https://t.co/oJuQnXUJhs #IniciativaVerde #AndalucíaDiceNoAlCalentamiento #GretaThunberg #Ecología #ecologismo #GenZ #FFF #Strike4Climate #JóvenesPorElClima #emergenciaclimática cc USER https://t.co/kJBgcJvoBM,6
«El PSOE podría gobernar con el apoyo de Unidas Podemos y ERC». Pues adelante. #ElecccionesGenerales28A,6
"Gracias a mi madre pude conocer #NotreDame en un viaje de reencuentro entre padre e hijo por Europa, el corazón se me hace pequeño cuando se ratifica lo efímera que es la vida... Hoy estamos aquí y mañana no...Más de 800 años de historia ardieron pero jamas el resultado del viaje https://t.co/ZprixhSowG",3
"Se incendió #NotreDame en USER pese a todas las medidas de seguridad y nunca le ocurrió nada a la Iglesia de las Nieves en Bogotá, cuando funcionaba dentro de ella un asadero de pollos. Son las paradojas de la vida. 😂🤣 https://t.co/YJNfSgA4jE",6
