text,label
"Emmanuel Macron: ""Se ha evitado lo peor, aunque la batalla no se ha ganado del todo... Gracias a [a la] valentía [de los bomberos] se han salvado las torres y la fachada"". #NotreDame #France #Paris",3
"Además del patrimonio arquitectónico y cultural, tres grandes reliquias están en peligro por incendio en #NotreDame https://t.co/jFRQQslxOm",6
Y la gente que decía que sanchez era un presidente ocupa??pues va a ser que no... Ahora a pactar con podemos!!!! Y a progresar e ir para arriba!! Está España si me gusta!! #ElecccionesGenerales28A,3
"Los Españoles de bien, estamos con la #Venezuela de bien y los venezolanos que están sufriendo la dictadura chavista https://t.co/yV6lJ1gcgJ",6
El Rey de la Noche no estaría en Invernalia y nos habría engañado a todos con su verdadero plan #JuegoDeTronos https://t.co/v1H8xehct2,6
Así actúa el #ReyDeLaNoche cuando ve el ejército que defiende Invernalia... USER #juegodetronos8x03 #JuegoDeTronos https://t.co/BvsVvLV3BD,6
#BarçaLFC #ChampionsLeague Excelentes Piqué. Lenglet muy nervioso. Exquisito Busquets.,3
"Desde este pequeño foro que tengo mando mucha luz, mucha fuerza y todo mi apoyo a Venezuela. #Venezuela",6
"Como cuando consigues una rata en tu casa, que te ve y se esconde, así esta Maduro y su combo. Tarde o temprano el fin será el mismo. Fuerza #Venezuela pronto serás libre",6
Nuestro Alcalde Chavista USER en la Plaza Bolívar de #Barquisimeto estamos decididos a defender la Patria aquí Manda el Pueblo con USER y USER #PuebloEnMirafloresConMaduro #Venezuela #Lara https://t.co/DOQtie9yqK https://t.co/poOpeHi20g,6
Y despues me preguntan por que lo amo tanto. #Messi #CHAMPIONS #ChampionsLeague #UCL #Lionel,3
Ahora es #OperacionLiberdad #Venezuela #JuntosPodemos Un pueblo unido jamás será vencido. #Venezuelan USER USER https://t.co/C1COgnZK2V,3
"USER Gracias a usted, estimado señor ministro USER por comunicar! #VenezuelaLibre",6
"Ojalá USER tenga un plan serio para dar un golpe contundente al usurpador en las próximas horas, sobre todo mañana, que es para cuando había convocado la movilización; de lo contrario amanecerá el jueves con gran descrédito... Ineludible realidad!#VenezuelaLibre",6
"Les recomiendo saco de huesos, este señor te intriga hasta que termines el libro. #DiadelLibro https://t.co/GCy9CxAYXU",6
"""""Pseudospoiler"""" Bueno vaya decepción más grande, la gente que lleve desde 2011 viéndola lo siento por haber esperado 8 años para esto #JuegodeTronos #GOTS8E3",2
"¡Feliz día del libro a todos! ¡Y felicidades a todos los Jorges! ""𝐄𝐥 𝐪𝐮𝐞 𝐋𝐄𝐄 𝐦𝐮𝐜𝐡𝐨 𝐲 𝐀𝐍𝐃𝐀 𝐦𝐮𝐜𝐡𝐨, 𝐕𝐄 𝐦𝐮𝐜𝐡𝐨 𝐲 𝐒𝐀𝐁𝐄 𝐦𝐮𝐜𝐡𝐨"" (𝑴𝒊𝒈𝒖𝒆𝒍 𝒅𝒆 𝑪𝒆𝒓𝒗𝒂𝒏𝒕𝒆𝒔) #diadellibro #santjordi #finanzaspersonales #banca #se…https://t.co/2zJ97dpaps",3
"El coletas quiere a toda costa estar en el gobierno, le ha cogido gustillo a los chalets que tanto detestaba y ahora va a por los sillones de la “casta”. Hay que apostar por un gobierno moderado y más respaldado #ElecccionesGenerales28A",4
¡Enhorabuena al USER por el título de #LaLiga 2018/2019!,3
"#Venezuela Venezuela: La derecha, ataca de nuevo. | Otra Voz https://t.co/Oyg9c6kS2A",6
Trump amenaza con endurecer el embargo a Cuba si no cancelan sus operaciones militares en Venezuela #EEUU #Cuba #Venezuela #DonaldTrump https://t.co/jz8EBMrsTn https://t.co/p4slPeSVnX,6
El #liverpool ya perdonó 2 goles y cuando se perdona tanto... #ChampionsxESPN #ChampionsLeague #ChampionsRPC #UCL #BarçaLFC,6
Canciller venezolano respondió a Piñera: “No es extraño ver al adorador de Pinochet apoyando golpes de Estado” https://t.co/gVV0EDqZhD https://t.co/Orrdq1uJrT #GolpeDeEstado #Venezuela,6
Estoy esperando su vídeo del incendio de Notre-Dame con audio de los gemidos!!! A ver a qué hora cabrones!!! Se están perdiendo los valores!!!! #NotreDame,4
Que raro que pp baje tanto si prometieron bajar el salario mínimo será que la gente quiere estar bien pagada? #ElecccionesGenerales28A,5
"Osea sí, mal pedo por lo de #NotreDame, al fin y al cabo es Patrimonio. Pero así debían hacer drama mil cada que se extingue una especie animal.",0
"#DiaDelLibro📖 | Celebrado y promovido por la UNESCO; desde 1996 se celebra el día internacional del libro y del derecho de autor, cuyo objetivo principal es fomentar la lectura y la protección de la propiedad intelectual. https://t.co/EUqK0psUKA",6
Esta la gente que todavía no entendió que la iglesia no es solo un edificio! #NotreDame,2
Definitivamente USER es una desgracia. La forma en que justifica a USER en #Venezuela dan ganas de vomitar. Justifica habernos obligado a votar en su contra. Al parecer el mal escogido sí fue el mal menor.,4
"Al ver esta imagen entiendo muchas cosas. Nadie podemos opinar sobre la sisituación de #Venezuela, sólo ellos sabrán la verdad. De verdad creen que Estados Unidos este interviniendo sólo por razones de humanidad y justicia? La pregunta queda en el aire........ https://t.co/zeSixRIJb1",6
Que mierda debes tener en la cabeza para realizar esto. 😢 Tanques militares atropellan a manifestantes pro Guaidó en Caracas. #Venezuela https://t.co/om9spWpTNs,0
"#NotreDame un chingo de mexicanos mamadores bien consternados hasta el llanto por la catedral, pero yo no leí tanto tuitero consternado por las 50 hectáreas de bosque consumido en el bosque de la primavera en jalisco.",2
Y ahora vamos a la otra batalla...#Winterfell #JuegoDeTronos #GameOfThornes https://t.co/YRMEJVnPN3,6
"🏆 El Barça, obligado a ganar al Levante para ser campeón https://t.co/VlRSThf3u2 #LaLiga https://t.co/xMnQNclPHA",6
"Debido a sus esfuerzos para combatir el #CambioClimatico y salvar al #planeta, así como por inspirar a los jóvenes de todo el mundo a luchar por lo mismo, la sueca #GretaThunberg Thunberg fue nominada, a sus 16 años, como candidata al #PremioNobeldelaPaz.",3
Ayer también #GretaThunberg logró decir verdades en Davos respecto al poco interes de los más poderosos con el medio ambiente. #ClimateAction https://t.co/caQEKsQ8Q6,6
Acabo de ver el gol de Messi... ¡TREMENDO! #ChampionsLeague,3
Tibia reacción del gobierno español con la situación en #Venezuela #concepto,6
#ElecccionesGenerales28A solo con ver que UP ha duplicado casi a vox me voy a dormir contento,3
"#spanishrevolution15m #Gretathunberg USER , activista climática de 16 años, tiene un mensaje para ti.https://t.co/TKZOcxDMev",6
Pinault donará 100 millones de € para restaurar #NotreDame https://t.co/i35diWMOu7,6
Así me quedé hoy con el capitulo de #JuegoDeTronos #gameofthrones #FelizDomingo https://t.co/e8YeT88hzh,6
Solo espero que el intercambio de libros entre USER y USER no sea ahora también intercambio de sillas y vayan juntitos #ñaaa #ElecccionesGenerales28A,6
"USER USER Comentario más asqueroso, malditas Oriana a #Venezuela, la Gahona que rápido se le paso el luto de #Chiquetete y Sofía con sus clásicas respuestas de 2 neuronas no le da para más el cerebro",0
La #ONU llamó a Maduro y a Guaidó a «evitar cualquier violencia» en #Venezuela https://t.co/t6G6h9TgC2,6
Que viva el rey. El Fútbol club Barcelona Ed el nuevo campeón de la liga española. Con 83 puntos el club catalán logro salir campeón a falta de dos fechas para culminar USER . #Barcelona #Cataluna #LaLiga #Campeones #Messi #Dembele #soccer #Champions https://t.co/XCjkg4l3vG,3
Las criptas de #Invernalia: ¿terror o esperanza? #JuegoDeTronos #PorElTrono https://t.co/Q58DEuXEzf https://t.co/fOuqULUuVR,6
Espero que por dignidad después de estos resultados USER esté recogiendo sus papeles....y se largue cuanto antes #ElecccionesGenerales28A,0
"A seis días sin luz, Venezuela anuncia restablecimiento total https://t.co/PcGyLxQwMa #GretaThunberg #SaveODAAT #SalisburgoNapoli #ei https://t.co/KScruXUUvn",6
"Bueno , pues a esperar nuestro destino con o sin independes , preparando el bolsillo , #ElecccionesGenerales28A",6
Guardaré en mis ojos tu última mirada... 💔 #notredame #paris #francia #photography #streetphotography https://t.co/fEUhRv3UN1,6
Sigue a este pavo q regala pavos USER #JuegodeTronos #AvengersEndgame #BranStark,6
"4992 km son los que separan #Argentina de #venezuela ... A las personas que les interesa tanto lo que ocurre con USER pueden ir a ese país.... Tantos kilómetros no son, no? O les da fiaca? Vamos remolones....#Venezuela los está esperando! https://t.co/htlVW66DE6",6
El #DíaDelLibro del año pasado me publicaron por primera vez. Ese es el motivo más grande por el que me emociona tanto. ❤️✒️ https://t.co/x1wt8nNXqI,3
"Si yo fuera un libro, sería de esos libros casi nuevos que están medios rotos. Una novela latinoamericana, con algo de historia y un conflicto existencial. Una historia de amor con momentos mamones y un final inconcluso #DíadelLibro",6
Por lo menos estoy menos ansioso. Qué ironía. #YNWA #ChampionsLeague,6
Hoy tarde de oraciones. Pido por todos mis amigos venezolanos que hoy sufren la opresión a fin de que llegue pronto una #VenezuelaLibre sin violencia. https://t.co/C3GAUJ7U3a,2
"USER Y la tensión en #Venezuela no la muestran? Enfrentó a la policia ese militante, menos mal está todo reflejado en un video",0
"por fin #Gretathunberg : ""las generaciones de adultos han fracasado..tenemos que salir de nuestras zonas de confort"" https://t.co/s8Dd1ZP5jC",6
Esas vueltas de Messi jajaja por eso por muy bueno que sea nunca será de mis favoritos #ChampionsLeague,6
"A propósito del #DíaDelLibro 😍: La de la Sorbona, la Pública de NY y otras bibliotecas, las más bonitas del mundo https://t.co/r4E5sjHxtf",3
#GRATIS en Amazon por el #DiaDelLibro Ella sabía que no estaba sola en aquella cabaña... #Romance #Erotismo #Misterio #Fantasma LO QUE OCULTA TU CORAZÓN Gratis para #KindleUnlimited https://t.co/aofjJEg8QS https://t.co/ph72Cn7Kv1,6
La buena noticia es que gracias a sus fotos ahora todos sabemos que #NotreDame se construyó en 1163 🙄🙄🙄,3
"Que no nos vais a hacer retroceder, porque cuando te pones las gafas violetas ya no hay marcha atrás #EleccionesA3N #28ALasFeministasVotamos #ElecccionesGenerales28A",6
"Nominan a #GretaThunberg de sólo 16 años de edad, al premio #Nobel de la Paz. La joven sueca fue postulada por su papel en la organización de protestas contra el cambio climático. https://t.co/hQ6b85BH5l",6
Rivera es un impresentable... incluso cuando obtiene un buen resultado #ElecccionesGenerales28A #28A   #EleccionesL6 #EleccionesRTVE,0
"Lunes negro para París, a punto de caer la catedral de #NotreDame... Mala yuyu dirían los antiguos. Bomberos en París dudan poder controlar el incendio en Notre Dame https://t.co/pRM43sdSUe #NotreDameFire",2
"#JuegoDeTronos serie que se caracteriza por matar a todos sus protagonistas. En la batalla más ""épica"" la palman 4 contados.... 😭",6
Me encantan las personas anónimas que empujan y construyen. #FridaysForFuture #GretaThunberg,3
¿Ya listo para el juego de ida de la semifinal de la #ChampionsLeague? No te pierdas el #MinutoAMinuto del USER vs USER por USER 👉 https://t.co/3rrwHAkJRR https://t.co/jkD8Is26OM,6
#LaLiga Así levantó Messi el trofeo de campeón para el Barcelona. https://t.co/xLwJ607amk,6
Y pensar que todavía hay quien duda que es el mejor del planeta...Chale! #ChampionsLeague #Messi #BarçaLFC,6
Hermosa ostia la q se ha dado el PP #ElecccionesGenerales28A #Elecciones2019,3
"Feliz lunes, ahora con Mas motivo que ayer, a trabajar duro, y sacar este país adelante que falta nos hará. Y ser más optimistas con la que nos viene ... #arribaespaña #buenosdias #Españoles #ElecccionesGenerales28A",3
"En Damasco, Siria, también quedaron destruidas construcciones de valor histórico, y nadie hizo nada, ¡paaaah! #NotreDame.",0
"RT MaestraTuitera: #DiaDelLibro No busquen excusas para abrir un libro, háganlo sin pensar más allá, que todo lo que viene con ese gesto son beneficios: Te hace más libre, te aumenta las conexiones del cerebro, da experiencia, te encuentra contigo mismo … https://t.co/N3qNUiwmFO",3
"GOLAZO DEL MEJOR DEL MUNDO, DE LA HISTORIA. #Messi #ChampionsLeague",3
Que clase táctica están dando estos dos Equipos... bendita #ChampionsLeague USER vs USER ,6
#Sinceramente me gustaría que gane Cristina para que se quede con Clarín y todos estos medios de mierda que tergiversan la realidad. No los pienso defender esta vez. Lo que dijo Macri es lo que expreso USER y no USER #CaeCarrio #TardeParaVolar #DiaDelLibro https://t.co/KU9hLV5i8l,4
"Este año el #DíaDelLibro en esta magnífica biblioteca del USER , mi lugar de trabajo. Fotografías y alguna joya documental. Un placer descubrirlas y pensar en cómo difundir estos fondos #SanJorge2019 https://t.co/lmqr2TgSJf",5
#AryaStark es la MVP del segundo episodio de #JuegoDeTronos porque ha aprovechado mejor que nadie la noche previa a la batalla. #VivePoniente en USER ,6
"‼️Mientras 815 millones de personas padecen hambre crónica en el mundo, el 33% de los alimentos del planeta se desperdicia y el 56% de esos residuos se genera en los países industrializados. ¿Hacemos algo ya? #15MClimatico #FridaysForFuture #GretaThunberg USER https://t.co/e3So3pRBom",2
BATACAZO DE V🤮x El ORGASMO de las feministas🤟🏻 #ElecccionesGenerales28A #EleccionesL6,6
ME DEDICO ESTE TITULO DE #LALIGA A MI MISMA EN MI CUMPLEAÑOS. GRACIAS DE NUEVO,3
Con ustedes el probablemente mejor meme de #GameOfThrones. 😁😁😁😁😁😁😁 #ChampionsLeague https://t.co/4ENWuCx6M6,3
LOS ESPAÑOLES “DE BIEN” Y MODERADOS HAN VOTADO Y HAN DECIDIDO LA ESPAÑA QUE QUIEREN #EleccionesL6 #ElecccionesGenerales28A https://t.co/h1n3kGhnP6,6
"Ahora tengo una duda. ¿Se atreverá Sánchez (o el PSOE, que no es lo mismo siempre) a gobernar en minoría simple (pactando con nacionalistas presupuestos), o irá a por segundas elecciones? ¿Qué pensáis? #ElecccionesGenerales28A https://t.co/39zFms6YUL",6
En Devoim estamos celebrando el #DíaDelLibro por todo lo alto... 😁 https://t.co/ZTN3iuA3xG,3
No me he sentido emocionado en casi ningún momento con el 8x03 de #JuegoDeTronos No he sentido miedo o temor que es lo que esperaba sentir. He de decir que no iba con muchas expectativas,6
"En el #DíadelLibro recomiendo ""El Futuro es Vegetal"" de Stefano Mancuso https://t.co/XlMrP6RrCU",6
Cuando ves el gol de falta de Leo Messi: #BarçaLFC #ChampionsLeague #FCBLIV https://t.co/JCEjNcJP4U,6
"#JuegodeTronos no hago spoiler ,solo decir que este capítulo ha sido un capitulazo , y que te tiene en vilo todo el capítulo hasta el final , una joya vamos",3
Que bonito es lo bonito!!! ⚽✨ Estos fueron los mejores momentos de la victoria del USER 1-0 al USER en la #ChampionsLeague https://t.co/S8hkvbFeaA,3
De pie todos para recibir en el #CampNou al #Barcelona de Lionel #Messi y al Liverpool de #VanDijk ¿Quien se quedará con el duelo de ida de #ChampionsLeague? https://t.co/7Zb1GCQqxi,6
Después de los resultados de #EleccionesGenerales y ver el último capítulo #GoTS8 Cuando te levantes el lunes ¿Quiénes van a sufrir más bajas? #28Abril #VivePoniente #JuegoDeTronos,6
Que ganas de soltar todo lo que pienso sobre #JuegodeTronos AAAHHHH!!,6
USER USER USER USER urgen acciones contra masacre a personas en #Venezuela https://t.co/GpzPRHprmL,6
"Ver a los representantes más sesudos e impostados del mundo occidental escuchar con admiración las fantasías proféticas de una niña, me hacen temer la vuelta a los tiempos oscuros del medievo #GretaThunberg",6
Siguiendo los acontecimientos con preocupación #Caracas #Venezuela 🙏,6
Esto es un no parar todo el fin de semana liado con #VengadoresEndgame hoy a tope con las #EleccionesGenerales28A y cuando ya pensaba que iba a descansar (y feliz todo sea dicho) tenemos #JuegodeTronos en menos de 1 hora esta semana he llegado ya al límite de tocamientos #NoEsNo.,6
Qué opino del incendio de la Iglesia #NotreDame ? Una iglesia menos para la corrupción y pederastía católica. 😁,3
"Un forma de tramitar la angustia, una pérdida e incluso -porqué no- un duelo. #NotreDame https://t.co/PgVzX0L4d1",2
Uno llega a ser grande por lo que lee y no por lo que escribe. #Borges #DiaDelLibro,3
"Esta #Championsleague tiene ya dueño : el USER . Si el #liverpoolfc ha perdido hoy 3-0, habiendo merecido ganar...",6
Esto mas que una guerra ea una matanza! LA PUTA MADRE VOY A LLORAR #GameofThrones #JuegodeTronos,0
El momento exacto cuando se cae la torre de #NotreDame https://t.co/aCzOqq14pX,6
Nada es para siempre. #NotreDame nos lo recuerda.,2
USER Cuando los rusos intervienen no veo a ningún socialista del siglo 21 defendiendo la soberanía de la patria de la que tanto les gusta hablar. Todos son cómplices de la situación inhumana en Venezuela. #HandsOffVenezuela #VenezuelaLibre,0
#Diadellibro leer nos hace más interesantes https://t.co/xc1iBGLVex,6
Religiosos en #EEUU se pronuncian contra la intentona golpista en #Venezuela https://t.co/UxrnNLyzCw,6
"Compra,regala, pero sobre todo lee libros, son armas de instrucción masiva. #DiaDelLibro #23Abril https://t.co/HAs1VVXSDl",3
USER La Unión Europea ha sido absolutamente inútil en ayudar a recuperar la democracia o preservar los derechos humanos en #Venezuela. Muchas gracias por su opinión https://t.co/YYgOczO4no,2
USER el #fraCasado centrista apoya a USER con #venezuela jijiji me pierdo chupito,3
Creo que #JuegoDeTronos ha dejado en 1h y 30min a tropecientas temporadas de #TheWalkingDead  es la pura y más absoluta mierda... #NotToday https://t.co/mYsxHGOz8o,0
La lectura lo es todo y hoy lo celebramos. ¡Feliz día del libro! #DiaDelLibro #NaturalOptics https://t.co/7BmVedubU1,3
Hoy juega su santidad Lionel Messi... #ChampionsLeague,6
Hoy que es el #DiaDelLibro ¿Cuál me recomiendan?,6
Sabemos que vivimos en tiempos oscuros cuando un equipo corrupto como el USER ROBALONA queda campeón de #LaLiga,0
listo para ver ganar al #Liverpool #CHAMPIONSxESPN #ChampionsLeague 🙌🙌🙌,6
Goooooolazooo de #Messi!! El mejor del mundo!! 3-0 #ChampionsLeague USER ,3
Los mariachis ahora en la sede de Génova cantando “Yo se bien que estoy afuera...” es una de las escenas de la jornada #ElecccionesGenerales28A,6
"USER USER La #OEAconVzla en el caso de las Malvinas🇦🇷 ni pío dijo😴 y ahora con #Venezuela apoya un golpe de Estado de USER 🤔 Incongruencias de USER es claro que está de tapete de USER El grupo de lima, está perdiendo su jugo.",6
✅ Barcelona es el CAMPEÓN de #LaLiga 🏆 Jugará la final de la #CopaDelRey y está en semis de #ChampionsLeague 🤔¿Conseguirá el triplete? https://t.co/SnzNhF0Irr,5
"Día para estar en casa, ver la #ChampionsLeague y en la noche #FinalRegiaxFOX 💙⚽️😊",6
USER y USER reclaman x un penal a favor de USER (pusieron la repetición mil veces) y no ponen una sola vez la repetición de los 2 penales a favor de Liverpool. Ya se con que camiseta puesta están narrando. #ChampionsxESPN #championsleague,6
NO SUELO TWITTEAR NADA DE GOT PERO NO HAY PUTAS PALABRAS NI MAYÚSCULAS QUE DESCRIBAN ESTO #JuegodeTronos,0
Y a la vez para que haya científicas a las que escuchar hay que ir a clase. #GretainParliament #GretaThunberg https://t.co/TlLUeskoOt,6
Seguro que no tienen ni los 18 y son mas conscientes que muchos mayores.Que no os compren. No necesitais votar para que os escuchen.#concienciate #humanizate #liberate #15MClimático #GretaThunberg #FridayForFuture https://t.co/G0RukczDfw,6
"#Ahora - El jefe de Bomberos de París informa que se salvará la estructura del edificio de la Catedral de #NotreDame, es decir que se tendría que reconstruir todo el techo, pero no las torres y paredes. https://t.co/rU3TEIItET",6
"Un terrible incidente el fuego devastó a la catedral de Notre Dame, símbolo de la capital francesa, Patrimonio Mundial de la Unesco y uno de los monumentos más visitados del mundo #NotreDame #París #Francia #15abr https://t.co/QpSdIEOjGQ",2
"Maneras de ver #NotreDame, un suceso para la reflexión... https://t.co/xbqWqpZ1xF",6
#Venezuela: por qué los militares que apoyan a la oposición se identifican con cintas azules https://t.co/CGNJjX2MjM vía USER ,6
"En el #DíaDelLibro uno de mis favoritos “El Principito”, el primero que leí completo, gran regalo de mi Tía Elva, siempre agradecido con ella, me enseñó mucho en el aula, pero más en la vida. https://t.co/6pnhQtdJPk",3
"#DiaDelLibro el que me provocó un antes y después: Así habló Zaratustra: «el hombre es algo que debe ser superado» ¡Mirad, yo os enseño el superhombre! El superhombre es el sentido de la tierra. Diga vuestra voluntad: ¡sea el superhombre el sentido de la tierra!",6
"Este Miércoles festivo en Colombia, está más atravesado que los carros cisterna de Maduro en la frontera. #Colombia #Venezuela #1deMayo",0
"USER USER USER Si la señora que tenía que ir a #Venezuela lo hubiera hecho a tiempo, tal vez ésto no hubiera ocurrido.... Señora: Lo dejo a su conciencia",6
Brutal el capítulo de Juego de Tronos...si lo has podido disfrutar sin spoilers deja que los demás lo hagan también! #StopSpoilers #JuegodeTronos #GameofThrones,6
En mi cole hay una pancarta por #gretathunberg pero he tenido que explicar a muchos niños de qué va...,6
USER #VivaVenezuelaLibre #VenezuelaLibre resistan amigos venezolanos ánimo saludos desde #mexico 🇲🇽🇲🇽🇲🇽,6
Esto se merece un grupo para comentar que está pasando y qué pasará. #JuegodeTronos #GameofThones,6
"#DiaDelLibro | Los argentinos seguimos teniendo una enorme vocación de leer, escribir y escuchar. Sucede a pesar de la crisis económica y de la crisis que acarrean las nuevas tecnologías. https://t.co/xKvpySO5Wx",6
"Messi no para de sorprender. Es tan impresiomante que genera adoración en el director técnico rival. Gol de otro mundo, como de costumbre. #UCL #FCB #ChampionsLeague",3
Pero quien te ha insultado a ti tontopolla #ElecccionesGenerales28A,0
"Una niña de 16 años #Gretathunberg inspira movimiento global para cuidar la tierra y urgir a los Estados (adultos) a responder a la crisis como ""si la casa se estuviera incendiando, y lo està"", ha dicho. Hitos tremendos, huelga feminista #8demarzo y hoy 15, #Fridaysforfuture https://t.co/qKmMf424Qw",5
"Uno de mis propósitos de año nuevo fue leer más libros, solo he terminado uno en lo que va del año. 😪 #DiaDelLibro",6
"y ahora una pregunta random, ¿de donde van a sacar todo el dinero para cumplir lo prometido? #ElecccionesGenerales28A",6
"Hago votos por La Paz, Tranquilidad y el Desarrollo Libre de #Venezuela #FuerzaVenezuela",6
Viendo el capitulo 3 de #JuegoDeTronos y solo puedo decir una cosa: Tengo miedo ... #VivePoniente https://t.co/G1Bc3V3W4m,1
